校名簡稱,校名全銜,等級別,縣市名稱,公/私立,原區,是否重點學校,地址,電話,學校網址,全校班級數,全校學生數,原住民籍學生總數,原住民籍學生總數占該校學生總數比率,主要/次要民族（30%以上）                     ,主要民族學生總數,主要民族占該校原住民籍學生總數比率,次要民族學生總數,次要民族占該校原住民籍學生總數比率,阿美族,泰雅族,排灣族,布農族,卑南族,魯凱族,鄒族,賽夏族,雅美族,邵族,噶瑪蘭族,太魯閣族,撒奇萊雅族,賽德克族,拉阿魯哇族,卡那卡那富族,尚未申報族籍
市立梨山國中小,臺中市立梨山國民中小學,國中小,臺中市,公立,是,是,[424]臺中市和平區梨山里福壽路10號,(04)25981510,http://www.lses.tc.edu.tw,12,186,90,0.48,泰雅族/阿美族,42,0.47,29,0.32,29,42,1,13,0,0,0,0,0,2,0,2,0,1,0,0,0
大同國中,宜蘭大同國民中學,國中,宜蘭縣,公立,是,是,[267]宜蘭縣大同鄉太平村一鄰泰雅路四段35號,(03)9809611,http://www.dtjh.ilc.edu.tw,4,58,52,0.9,泰雅族,50,0.96,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
市立介壽國中,桃園市立介壽國民中學,國中,桃園市,公立,是,是,[336]桃園市復興區澤仁里中正路248號,(03)3822315,http://www.jsjh.tyc.edu.tw,10,184,171,0.93,泰雅族,165,0.96,0,0,4,165,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
縣立竹東國中,新竹縣立竹東國民中學,國中,新竹縣,公立,否,是,[310]新竹縣竹東鎮公園路8號,(03)5961207,http://www.cdjh.hcc.edu.tw,37,910,166,0.18,泰雅族,141,0.85,0,0,6,141,0,2,0,0,0,12,0,0,0,3,0,2,0,0,0
縣立員東國中,新竹縣立員東國民中學,國中,新竹縣,公立,否,是,[310]新竹縣竹東鎮東峰路521號,(03)5963324,http://www.ydjh.hcc.edu.tw,11,189,89,0.47,泰雅族,71,0.8,0,0,2,71,1,1,0,0,0,13,0,0,0,1,0,0,0,0,0
縣立五峰國中,新竹縣立五峰國民中學,國中,新竹縣,公立,是,是,[311]新竹縣五峰鄉大隘村六鄰113號,(03)5851006,http://www.wfjh.hcc.edu.tw,4,70,70,1,泰雅族,61,0.87,0,0,0,61,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0
縣立尖石國中,新竹縣立尖石國民中學,國中,新竹縣,公立,是,是,[313]新竹縣尖石鄉嘉樂村三鄰八十號,(03)5841027,http://www.gsjh.hcc.edu.tw,10,234,227,0.97,泰雅族,224,0.99,0,0,1,224,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立自強國中,新竹縣立自強國民中學,國中,新竹縣,公立,否,是,[310]新竹縣竹東鎮自強路169號,(03)5103291,http://www.jcjh.hcc.edu.tw,35,908,133,0.15,泰雅族,104,0.78,0,0,12,104,2,0,0,0,0,12,0,0,0,3,0,0,0,0,0
市立和平國中,臺中市立和平國民中學,國中,臺中市,公立,是,是,[424]臺中市和平區東關路三段崑崙巷62號,(04)25941512,http://www.hpjh.tc.edu.tw,6,43,24,0.56,泰雅族,22,0.92,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
南澳高中,宜蘭南澳高級中學,完全中學,宜蘭縣,公立,是,是,[272]宜蘭縣南澳鄉蘇花路2段301號,(03)9981024,http://www.nojh.ilc.edu.tw,18,365,316,0.87,泰雅族,297,0.94,0,0,12,297,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0
私立東泰高中,新竹縣私立東泰高級中學,完全中學,新竹縣,私立,否,是,[310]新竹縣竹東鎮東峰路343號,(03)5961232,http://www.ttsh.hcc.edu.tw,62,1728,282,0.16,泰雅族,228,0.81,0,0,21,228,3,3,1,1,1,18,0,0,0,1,0,5,0,0,0
私立光復高中,新竹市私立光復高級中學,完全中學,新竹市,私立,否,是,[300]新竹市東區光復路二段153號,(03)5753698,http://www.kfsh.hc.edu.tw/article/203,126,5101,156,0.03,泰雅族,92,0.59,0,0,28,92,3,3,4,1,0,15,1,0,0,4,0,5,0,0,0
羅東高商,國立羅東高級商業職業學校,高級中等學校,宜蘭縣,公立,否,是,[265]宜蘭縣羅東鎮中山路4段360號,(03)9512875,http://www.ltcvs.ilc.edu.tw ,48,1491,111,0.07,泰雅族,87,0.78,0,0,15,87,3,1,0,0,0,0,0,0,0,5,0,0,0,0,0
私立玉山高中,臺中市私立玉山高級中學,高級中等學校,臺中市,私立,否,否,[423]臺中市東勢區東崎路四段399號,(04)25771313,http://www.yssh.tc.edu.tw ,25,508,99,0.19,泰雅族,77,0.78,0,0,9,77,3,3,1,2,1,1,0,0,0,1,0,1,0,0,0
滿州國小,屏東縣滿州鄉滿州國民小學,國小,屏東縣,公立,是,是,[947]屏東縣滿州鄉滿州村中山路39號,(08)8801162,http://www.mjps.ptc.edu.tw,6,89,29,0.33,排灣族,29,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立長樂國小,屏東縣滿州鄉長樂國民小學,國小,屏東縣,公立,是,是,[947]屏東縣滿州鄉長樂村大公路35號,(08)8811045,http://www.chlps.ptc.edu.tw,6,61,48,0.79,排灣族,45,0.94,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立永港國小,屏東縣滿州鄉永港國民小學,國小,屏東縣,公立,是,是,[947]屏東縣滿州鄉永靖村新庄路25號,(08)8801125,http://www.ygps.ptc.edu.tw,6,56,14,0.25,排灣族,11,0.79,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
地磨兒國小,屏東縣地磨兒民族實驗小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉三地村行政街9號,(08)7991462,http://www.sdps.ptc.edu.tw,12,159,157,0.99,排灣族,138,0.88,0,0,2,1,138,0,0,15,0,0,0,1,0,0,0,0,0,0,0
縣立青山國小,屏東縣三地門鄉青山國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉青山村民族巷9號,(08)7962493,http://www.chses.ptc.edu.tw,6,49,49,1,排灣族,45,0.92,0,0,2,0,45,1,0,1,0,0,0,0,0,0,0,0,0,0,0
口社國小,屏東縣三地門鄉口社國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉口社村信義巷65號,(08)7956495,http://www.kses.ptc.edu.tw,6,69,66,0.96,排灣族,66,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立佳義國小,屏東縣瑪家鄉佳義國民小學,國小,屏東縣,公立,是,是,[903]屏東縣瑪家鄉佳義村泰平巷12號,(08)7990038,http://www.jyps.ptc.edu.tw,8,133,132,0.99,排灣族,124,0.94,0,0,1,2,124,0,1,3,0,0,0,0,0,0,0,0,0,0,1
北葉國小,屏東縣瑪家鄉北葉民族實驗小學,國小,屏東縣,公立,是,是,[903]屏東縣瑪家鄉北葉村風景巷1-22號,(08)7991649,http://www.byps.ptc.edu.tw,6,102,101,0.99,排灣族,87,0.86,0,0,0,0,87,0,0,14,0,0,0,0,0,0,0,0,0,0,0
縣立武潭國小,屏東縣泰武鄉武潭國民小學,國小,屏東縣,公立,是,是,[921]屏東縣泰武鄉武潭村潭中巷45號,(08)7833179,http://www.wtes.ptc.edu.tw,18,137,137,1,排灣族,137,1,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立泰武國小,屏東縣泰武鄉泰武國民小學,國小,屏東縣,公立,是,是,[921]屏東縣泰武鄉泰武村阿夫魯岸路1號,(08)7837093,http://www.twps.ptc.edu.tw,6,98,94,0.96,排灣族,91,0.97,0,0,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
萬安國小,屏東縣泰武鄉萬安國民小學,國小,屏東縣,公立,是,是,[921]屏東縣泰武鄉萬安村萬安路1號,(08)7831902,http://www.waps.ptc.edu.tw,6,84,84,1,排灣族,84,1,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立來義國小,屏東縣來義鄉來義國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉丹林村古義路2號,(08)7850411,http://www.lyps.ptc.edu.tw,6,96,95,0.99,排灣族,92,0.97,0,0,2,0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0
縣立望嘉國小,屏東縣來義鄉望嘉國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉望嘉村165號,(08)7981383,http://www.wcps.ptc.edu.tw,6,52,49,0.94,排灣族,49,1,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
文樂國小,屏東縣來義鄉文樂國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉文樂村新樂路1號,(08)7981836,http://www.welps.ptc.edu.tw,6,51,48,0.94,排灣族,48,1,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立南和國小,屏東縣來義鄉南河國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉南和村51號,(08)8791263,http://www.nhps.ptc.edu.tw,6,65,64,0.98,排灣族,64,1,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立古樓國小,屏東縣來義鄉古樓國民小學,國小,屏東縣,公立,是,是,[922]屏東縣來義鄉古樓村育英路2號,(08)7850281,http://www.ghes.ptc.edu.tw,6,37,37,1,排灣族,37,1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立春日國小,屏東縣春日鄉春日國民小學,國小,屏東縣,公立,是,是,[942]屏東縣春日鄉春日村春日路314號,(08)8782433,http://www.crps.ptc.edu.tw,6,67,66,0.99,排灣族,66,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
力里國小,屏東縣春日鄉力里國民小學,國小,屏東縣,公立,是,是,[942]屏東縣春日鄉七佳村自強一路92號,(08)8791020,http://www.lles.ptc.edu.tw,6,105,104,0.99,排灣族,102,0.98,0,0,1,0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立古華國小,屏東縣春日鄉古華國民小學,國小,屏東縣,公立,是,是,[942]屏東縣春日鄉古華村古華路3巷63號,(08)8781040,http://www.ghps.ptc.edu.tw,12,64,64,1,排灣族,64,1,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立楓林國小,屏東縣獅子鄉楓林國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉楓林村楓林2巷22-2號,(08)8771371,http://www.fles.ptc.edu.tw,6,29,27,0.93,排灣族,25,0.93,0,0,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立丹路國小,屏東縣蝨子鄉丹路國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉丹路村丹路1巷39號,(08)8771455,http://www.dles.ptc.edu.tw,6,39,38,0.97,排灣族,37,0.97,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0
縣立內獅國小,屏東縣獅子鄉內獅國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉內獅村1號,(08)8720003,http://www.nses.ptc.edu.tw,6,91,91,1,排灣族,91,1,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立草埔國小,屏東縣獅子鄉草埔國民小學,國小,屏東縣,公立,是,是,[943]屏東縣獅子鄉草埔村1巷5號,(08)8701449,http://www.cpps.ptc.edu.tw,6,27,25,0.93,排灣族,24,0.96,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
石門國小,屏東縣牡丹鄉石門國民小學,國小,屏東縣,公立,是,是,[945]屏東縣牡丹鄉石門村石門路33號,(08)8831005,http://www.smps.ptc.edu.tw,6,71,71,1,排灣族,71,1,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立高士國小,屏東縣牡丹鄉高士國民小學,國小,屏東縣,公立,是,是,[945]屏東縣牡丹鄉高士村高士路29號,(08)8810246,http://www.gses.ptc.edu.tw,12,57,57,1,排灣族,57,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
牡丹國小,屏東縣牡丹鄉牡丹國民小學,國小,屏東縣,公立,是,是,[945]屏東縣牡丹鄉牡丹村牡丹路93號,(08)8830065,http://www.mdps.ptc.edu.tw,6,63,62,0.98,排灣族,49,0.79,0,0,13,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立賽嘉國小,屏東縣三地門賽嘉國民小學,國小,屏東縣,公立,是,是,[901]屏東縣三地門鄉賽嘉村2號,(08)7992220,http://www.sces.ptc.edu.tw,6,63,61,0.97,排灣族,61,1,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
長榮百合國小,屏東縣瑪家鄉長榮百合國民小學,國小,屏東縣,公立,是,是,[903]屏東縣瑪家鄉瑪家村和平路一段65號,(08)7992750,http://163.24.148.10,6,107,99,0.93,排灣族,76,0.77,0,0,0,0,76,0,0,23,0,0,0,0,0,0,0,0,0,0,0
縣立新園國小,臺東縣臺東市新園國民小學,國小,臺東縣,公立,是,是,[950]臺東縣臺東市新園路88號,(089)382590,http://www.syps.ttct.edu.tw,6,34,25,0.74,排灣族,20,0.8,0,0,4,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
縣立大王國小,臺東縣太麻里鄉大王國民小學,國小,臺東縣,公立,是,是,[963]臺東縣太麻里鄉大王村文化路60號,(089)781342,http://www.dwps.ttct.edu.tw,9,178,96,0.54,排灣族,73,0.76,0,0,15,0,73,1,3,4,0,0,0,0,0,0,0,0,0,0,0
縣立香蘭國小,臺東縣太麻里鄉香蘭國民小學,國小,臺東縣,公立,是,是,[963]臺東縣太麻里鄉香蘭村四鄰28號,(089)781505,http://www.slps.ttct.edu.tw,6,37,22,0.59,排灣族,13,0.59,0,0,6,0,13,0,0,,0,0,0,0,0,3,0,0,0,0,0
縣立大溪國小,臺東縣太麻里鄉大溪國民小學,國小,臺東縣,公立,是,是,[963]臺東縣太麻里鄉多良村十五鄰大溪85號,(089)761017,http://www.dsps.ttct.edu.tw,6,41,34,0.83,排灣族,28,0.82,0,0,5,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立尚武國小,臺東縣大武鄉尚武國民小學,國小,臺東縣,公立,是,是,[965]臺東縣大武鄉尚武村八鄰學府路7號,(089)791458,http://www.swps.ttct.edu.tw,7,59,29,0.49,排灣族,23,0.79,0,0,5,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
大武國小,臺東縣大武鄉大武國民小學,國小,臺東縣,公立,是,是,[965]臺東縣大武鄉民族街2巷49號,(089)791135,http://www.twps.ttct.edu.tw,6,100,75,0.75,排灣族,68,0.91,0,0,4,1,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立大鳥國小,臺東縣大武鄉大鳥國民小學,國小,臺東縣,公立,是,是,[965]臺東縣大武鄉大鳥村一鄰12號,(089)791530,http://www.danps.ttct.edu.tw,12,88,87,0.99,排灣族,84,0.97,0,0,2,0,84,0,1,0,0,0,0,0,0,0,0,0,0,0,0
縣立嘉蘭國小,臺東縣金峰鄉嘉蘭國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉嘉蘭村3鄰132號,(089)751224,http://www.jles.ttct.edu.tw,6,65,65,1,排灣族,52,0.8,0,0,5,1,52,0,0,6,0,0,0,0,0,1,0,0,0,0,0
縣立介達國小,臺東縣金峰鄉介達國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉正興村105號,(089)781583,http://www.jdes.ttct.edu.tw,6,57,57,1,排灣族,45,0.79,0,0,7,0,45,0,1,4,0,0,0,0,0,0,0,0,0,0,0
新興國小,臺東縣金峰鄉新興國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉新興村一鄰1號,(089)781687,http://www.shsps.ttct.edu.tw,6,59,58,0.98,排灣族,53,0.91,0,0,2,0,53,2,0,1,0,0,0,0,0,0,0,0,0,0,0
縣立賓茂國小,臺東縣金峰鄉賓茂國民小學,國小,臺東縣,公立,是,是,[964]臺東縣金峰鄉賓茂村68號,(089)771007,http://www.bmps.ttct.edu.tw,6,117,108,0.92,排灣族,95,0.88,0,0,10,1,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0
安朔國小,臺東縣達仁鄉安朔國民小學,國小,臺東縣,公立,是,是,[966]臺東縣達仁鄉安朔村八鄰113號,(089)702257,http://www.asps.ttct.edu.tw,12,66,63,0.95,排灣族,60,0.95,0,0,2,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
土?國小,臺東縣達仁鄉土?vusam文化實驗小學,國小,臺東縣,公立,是,是,[966]臺東縣達仁鄉土?村10號,(089)761225,https://sites.google.com/a/tbps.ttct.edu.tw/103xue-nian-du-tu-ban-guo-xiao-jiao-yu-huo-ban/,6,42,41,0.98,排灣族,39,0.95,0,0,2,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立臺?國小,臺東縣達仁鄉臺?國民小學,國小,臺東縣,公立,是,是,[966]臺東縣達仁鄉台?村十鄰59號之1,(089)761252,http://www.tabps.ttct.edu.tw,6,34,31,0.91,排灣族,31,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立滿州國中,屏東縣立滿州國民中學,國中,屏東縣,公立,是,是,[947]屏東縣滿州鄉文化路32號,(08)8801106,http://www.mjjhs.ptc.edu.tw,6,130,71,0.55,排灣族,68,0.96,0,0,1,1,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
瑪家國中,屏東瑪家國民中學,國中,屏東縣,公立,是,是,[903]屏東縣瑪家鄉三和村三和巷16號,(08)7994343,http://www.mjjh.ptc.edu.tw,9,173,167,0.97,排灣族,132,0.79,0,0,0,0,132,0,0,33,0,0,0,0,0,2,0,0,0,0,0
縣立泰武國中,屏東縣立泰武國民中學,國中,屏東縣,公立,是,是,[921]屏東縣泰武鄉佳平路120號,(08)7831025,http://www.twjh.ptc.edu.tw,6,129,127,0.98,排灣族,126,0.99,0,0,0,0,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0
縣立牡丹國中,屏東縣立牡丹國民中學,國中,屏東縣,公立,是,是,[945]屏東縣牡丹鄉石門村石門路1之1號,(08)8831014,http://www.mdjh.ptc.edu.tw,3,67,64,0.96,排灣族,56,0.88,0,0,5,0,56,0,0,2,1,0,0,0,0,0,0,0,0,0,0
縣立獅子國中,屏東縣立獅子國民中學,國中,屏東縣,公立,是,是,[941]屏東縣枋山鄉楓港村舊庄280號,(08)8771121,http://www.stjh.ptc.edu.tw,3,66,66,1,排灣族,63,0.95,0,0,2,0,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0
縣立大王國中,臺東縣立大王國民中學,國中,臺東縣,公立,是,是,[963]臺東縣太麻里鄉大王村633號,(089)781324,http://www.dwjh.ttct.edu.tw,10,221,158,0.71,排灣族,126,0.8,0,0,11,0,126,5,0,14,0,0,1,0,0,1,0,0,0,0,0
縣立賓茂國中,臺東縣立賓茂國民中學,國中,臺東縣,公立,是,是,[963]臺東縣太麻里鄉金崙村77號,(089)771076,http://www.bmjh.ttct.edu.tw,7,117,112,0.96,排灣族,88,0.79,0,0,16,3,88,3,1,1,0,0,0,0,0,0,0,0,0,0,0
縣立大武國中,臺東縣立大武國民中學,國中,臺東縣,公立,是,是,[965]臺東縣大武鄉大武村復興路1號,(089)791023,http://www.twjh.ttct.edu.tw,10,217,181,0.83,排灣族,170,0.94,0,0,9,0,170,0,2,0,0,0,0,0,0,0,0,0,0,0,0
來義高中,屏東來義高級中學,完全中學,屏東縣,公立,是,是,[922]屏東縣來義鄉古樓村中正路147號,(08)7850086,http://www.lyhs.ptc.edu.tw,21,378,343,0.91,排灣族,329,0.96,0,0,4,1,329,2,1,5,1,0,0,0,0,0,0,0,0,0,0
私立青年高中,臺中市青年高級中學,高級中等學校,臺中市,私立,否,否,[412]臺中市大里區中湖路100號,(04)24954181,http://www.youth.tc.edu.tw,85,2906,208,0.07,排灣族,51,0.25,0,0,50,43,51,36,4,1,0,1,2,2,0,2,0,15,1,0,0
私立中山工商,中山學校財團法人高雄市中山高級工商職業學校,高級中等學校,高雄市,私立,否,是,[831]高雄市大寮區會社里正氣路79號,(07)7815311,http://www.csic.khc.edu.tw,187,9505,225,0.02,排灣族,119,0.53,0,0,61,2,119,18,5,11,2,2,0,0,0,3,0,0,2,0,0
私立高英工商,高雄縣私立高英高級工商職業學校,高級中等學校,高雄市,私立,否,是,[831]高雄市大寮區鳳林3路19巷44號,(07)7832991,http://www.kyicvs.khc.edu.tw,65,2028,171,0.08,排灣族,130,0.76,0,0,12,2,130,14,4,3,2,0,1,0,0,1,0,0,1,1,0
國立屏東高中,國立屏東高級中學,高級中等學校,屏東縣,公立,否,是,[900]屏東縣屏東市忠孝路231號,(08)7667053,http://www.pths.ptc.edu.tw,57,1950,115,0.06,排灣族,88,0.77,0,0,7,0,88,3,0,13,2,0,0,0,0,2,0,0,0,0,0
國立潮州高中,國立潮州高級中學,高級中等學校,屏東縣,公立,否,是,[920]屏東縣潮州鎮中山路11號,(08)7882017,http://www.ccsh.ptc.edu.tw,42,1480,162,0.11,排灣族,149,0.92,0,0,6,1,149,2,1,3,0,0,0,0,0,0,0,0,0,0,0
國立屏北高中,國立屏北高級中學,高級中等學校,屏東縣,公立,否,是,[907]屏東縣鹽埔鄉彭厝村莒光路168號,(08)7937493,http://www.ppsh.ptc.edu.tw,30,864,204,0.24,排灣族,128,0.63,0,0,10,4,128,20,1,34,2,1,2,0,0,0,0,0,1,1,0
國立內埔農工,國立內埔高級農工職業學校,高級中等學校,屏東縣,公立,否,是,[912]屏東縣內埔鄉水門村成功路83號,(08)7991103,http://www.npvs.ptc.edu.tw,34,878,177,0.2,排灣族,138,0.78,0,0,4,1,138,1,0,32,0,1,0,0,0,0,0,0,0,0,0
屏東高工,國立屏東高級工業職業學校,高級中等學校,屏東縣,公立,否,是,[900]屏東縣屏東市建國路25號,(08)7523781,http://www.ptivs.ptc.edu.tw ,70,1876,117,0.06,排灣族,93,0.79,0,0,7,0,93,2,0,15,0,0,0,0,0,0,0,0,0,0,0
國立恆春工商,國立恆春高級工商職業學校,高級中等學校,屏東縣,公立,否,是,[946]屏東縣恆春鎮恆南路38號,(08)8892010,http://www.hcvs.ptc.edu.tw,36,858,99,0.12,排灣族,92,0.93,0,0,5,2,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
財團法人屏榮高中,屏東縣屏榮高級中學,高級中等學校,屏東縣,公立,否,是,[900]屏東縣屏東市豐田里民學路100號,(08)7223409,http://www.prhs.ptc.edu.tw,68,2637,148,0.06,排灣族,123,0.83,0,0,6,1,123,2,1,13,0,0,1,0,0,0,1,0,0,0,0
私立民生家商,屏東縣私立民生高級家事商業職業學校,高級中等學校,屏東縣,私立,否,是,[900]屏東縣屏東市民生東路12號,(08)7223029,http://www.msvs.ptc.edu.tw,37,1123,253,0.23,排灣族,159,0.63,0,0,24,3,159,21,3,39,1,0,2,0,0,1,0,0,0,0,0
私立樹德家商,高雄市私立樹德高級家事商業職業學校,高級中等學校,高雄市,私立,否,是,[807]高雄市三民區寶興里11鄰建興路116號,(07)3848622,http://www.shute.kh.edu.tw,150,5361,150,0.03,排灣族,58,0.39,0,0,39,6,58,31,3,6,0,0,1,0,0,3,0,0,0,3,0
信義國小,南投縣信義鄉信義國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉明德村玉山路24號,(049)2791263,http://www.hips.ntct.edu.tw/bin/home.php,7,54,34,0.63,布農族,31,0.91,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
羅娜國小,南投縣信義鄉羅娜國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉羅娜村信義巷一鄰73號,(049)2831327,http://www.lnps.ntct.edu.tw/bin/home.php,6,98,95,0.97,布農族,90,0.95,0,0,2,2,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0
縣立同富國小,南投縣信義鄉同富國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉同富村同和巷4號,(049)2701503,http://www.tfups.ntct.edu.tw,7,143,91,0.64,布農族,89,0.98,0,0,1,0,0,89,0,0,1,0,0,0,0,0,0,0,0,0,0
縣立人和國小,南投縣信義鄉人和國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉人和村民生巷3號,(049)2773259,http://www.zhes.ntct.edu.tw,6,74,74,1,布農族,74,1,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立地利國小,南投縣信義鄉地利國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉地利村開信巷17號,(049)2741254,http://www.dlps.ntct.edu.tw,6,59,54,0.92,布農族,54,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立東埔國小,南投縣信義鄉東埔國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉東埔村開高巷63號,(049)2701340,http://www.tpups.ntct.edu.tw/bin/home.php,6,42,41,0.98,布農族,41,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
潭南國小,南投縣信義鄉潭南國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉潭南村和平巷49號,(049)2741381,http://www.tnps.ntct.edu.tw,6,74,72,0.97,布農族,72,1,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立新鄉國小,南投縣信義鄉新鄉國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉新鄉村80號,(049)2831591,http://a165.ntct.edu.tw/bin/home.php,6,57,57,1,布農族,57,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立久美國小,南投縣信義鄉久美國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉望美村美信巷54號,(049)2831506,http://www.loxa.edu.tw/schoolweb.html?webId=581,6,48,48,1,布農族,41,0.85,0,0,0,0,0,41,0,0,7,0,0,0,0,0,0,0,0,0,0
縣立雙龍國小,南投縣信義鄉雙龍國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉雙龍村光復巷4號,(049)2741325,http://www.sles.ntct.edu.tw,6,55,55,1,布農族,55,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立豐丘國小,南投縣信義鄉豐丘國民小學,國小,南投縣,公立,是,是,[556]南投縣信義鄉豐丘村高平巷77號,(049)2791723,http://www.fcps.ntct.edu.tw,6,27,26,0.96,布農族,23,0.88,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,2,0,0,0
縣立法治國小,南投縣仁愛鄉法治國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉法治村界山巷6號,(049)2977061,http://www.fzps.ntct.edu.tw,6,78,76,0.97,布農族,72,0.95,0,0,0,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
縣立中正國小,南投縣仁愛鄉中正國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉中正村平等巷114號,(049)2925114,http://www.ccheps.ntct.edu.tw,6,89,89,1,布農族,83,0.93,0,0,2,2,1,83,0,0,0,0,0,0,0,1,0,0,0,0,0
縣立萬豐國小,南投縣仁愛鄉萬豐國民小學,國小,南投縣,公立,是,是,[546]南投縣仁愛鄉萬豐村清華巷8號,(049)2974123,http://www.wfps.ntct.edu.tw,6,66,62,0.94,布農族,62,1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
市立巴楠花部落小學,高雄市巴楠花部落小學,國小,高雄市,公立,是,是,[846]高雄市杉林區大愛里和氣街15號,(07)6776031,http://www.mzu.ks.edu.tw,8,113,82,0.73,布農族,62,0.76,0,0,0,1,8,62,0,0,0,0,0,0,0,0,0,0,3,8,0
